undefined,declaration_type,year_in_yy,month,running_no,item_no,origin_country_code,destination_country_code,transportation,tax_id,company_branch,customs_coordinates,product_statistic_code,product_statistic_code_unit,privilege_code,duty_rate_by_percent,duty_rate_by_condition,is_a_net_transaction_brought_back,use_the_rights_to_promote_investment,use_the_rights_bonded_warehouse,exercising_the_right_to_claim_duty_under_section_19_bis,use_the_right_reimport_reexport,use_the_right_freezone,use_the_right_epz,multiple_boat_declaration_approval_lists_or_claim_duty_compensation,import_or_export_date,payment_place_code,payment_number,payment_date,release_location_code,release_date,pickup_location_code,pickup_date,making_year,making_month,weigth,volume,value_in_baht,value_in_other_currency,currency_code,duty,vat,excise_tax,fee,ministry_of_commerce_fee,interior_tax,other_tax,excise_coordinate,excise_tax_by_percent,excise_tax_by_condition,import_or_export_customs_set,hscode
A014,1,63,01,03129,0002,US,US,1,    0105547027404,0000,000010063040,001,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200120,2801,000000,20200114,2811,20200115,2801,20200121,2563,01,00000000014710,00000000000810,0000000000532800,0000000000017799,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010063040001
A014,1,63,01,03129,0003,US,US,1,    0105547027404,0000,000010063040,001,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200120,2801,000000,20200114,2811,20200115,2801,20200121,2563,01,00000000004540,00000000000250,0000000000165803,0000000000005539,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010063040001
A014,1,63,01,03265,0001,US,US,1,    0105547027404,0000,000010063040,001,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200120,2801,000000,20200114,2811,20200117,2801,20200121,2563,01,00000000000908,00000000000100,0000000000029219,0000000000000976,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010063040001
A014,1,63,01,03265,0002,US,US,1,    0105547027404,0000,000010063040,001,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200120,2801,000000,20200114,2811,20200117,2801,20200121,2563,01,00000000001090,00000000000060,0000000000039140,0000000000001308,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010063040001
A014,1,63,01,03265,0003,US,US,1,    0105547027404,0000,000010063040,001,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200120,2801,000000,20200114,2811,20200117,2801,20200121,2563,01,00000000014346,00000000000790,0000000000519644,0000000000017359,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010063040001
A014,1,63,01,03265,0004,US,US,1,    0105547027404,0000,000010063040,001,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200120,2801,000000,20200114,2811,20200117,2801,20200121,2563,01,00000000004268,00000000000235,0000000000155855,0000000000005206,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010063040001
A014,1,63,01,03273,0001,TZ,KE,1,    0125540008145,0000,000010063099,013,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200119,2801,000000,20200114,2812,20200116,2801,20200119,2563,01,00000000260000,00000000260000,0000000003767008,0000000000125840,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010063099013
A014,1,63,01,03324,0001,US,US,1,    0105547027404,0000,000010063040,001,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200120,2801,000000,20200114,2811,20200115,2801,20200121,2563,01,00000000020920,00000000001152,0000000000764022,0000000000025523,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010063040001
A014,1,63,01,03367,0001,FR,FR,1,    0107547000311,0000,000010063099,001,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200119,2801,000000,20200114,2812,20200115,2801,20200119,2563,01,00000000043200,00000000043200,0000000001125073,0000000000037584,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010063099001
A014,1,63,01,03407,0001,US,US,1,    0105511002525,0000,000010063040,001,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200203,2801,000000,20200114,2811,20200118,2801,20200121,2563,01,00000000083444,00000000009200,0000000002522867,0000000000084278,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      9PART3,000010063040001
A014,1,63,01,03407,0002,US,US,1,    0105511002525,0000,000010063040,001,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200203,2801,000000,20200114,2811,20200118,2801,20200121,2563,01,00000000018659,00000000001370,0000000000606046,0000000000020245,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      9PART3,000010063040001
A014,1,63,01,03407,0003,US,US,1,    0105511002525,0000,000010063040,001,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200203,2801,000000,20200114,2811,20200118,2801,20200121,2563,01,00000000009330,00000000000685,0000000000303023,0000000000010123,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      9PART3,000010063040001
A014,1,63,01,03407,0004,US,US,1,    0105511002525,0000,000010063040,001,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200203,2801,000000,20200114,2811,20200118,2801,20200121,2563,01,00000000010068,00000000000925,0000000000336034,0000000000011225,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      9PART3,000010063040001
A014,1,63,01,03504,0001,US,US,1,    0105547027404,0000,000010063040,001,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200120,2801,000000,20200114,2811,20200116,2801,20200121,2563,01,00000000001816,00000000000100,0000000000065234,0000000000002179,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010063040001
A014,1,63,01,03504,0002,US,US,1,    0105547027404,0000,000010063040,001,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200120,2801,000000,20200114,2811,20200116,2801,20200121,2563,01,00000000014056,00000000000774,0000000000509120,0000000000017008,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010063040001
A014,1,63,01,03504,0003,US,US,1,    0105547027404,0000,000010063040,001,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200120,2801,000000,20200114,2811,20200116,2801,20200121,2563,01,00000000004540,00000000000250,0000000000165803,0000000000005539,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010063040001
A014,1,63,01,03517,0001,AU,AU,1,    0105525018429,0000,000010063030,003,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200203,2801,000000,20200114,2836,20200118,2801,20200121,2563,01,00000000009600,00000000000400,0000000000403762,0000000000013488,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010063030003
A014,1,63,01,03517,0002,AU,AU,1,    0105525018429,0000,000010063040,001,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200203,2801,000000,20200114,2836,20200118,2801,20200121,2563,01,00000000002400,00000000000100,0000000000088727,0000000000002964,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010063040001
A014,1,63,01,03517,0003,AU,AU,1,    0105525018429,0000,000010064090,003,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200203,2801,000000,20200114,2836,20200118,2801,20200121,2563,01,00000000002400,00000000000100,0000000000061426,0000000000002052,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010064090003
A014,1,63,01,03517,0004,AU,AU,1,    0105525018429,0000,000010062090,612,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200203,2801,000000,20200114,2836,20200118,2801,20200121,2563,01,00000000004800,00000000000200,0000000000276598,0000000000009240,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010062090612
A014,1,63,01,03517,0005,AU,AU,1,    0105525018429,0000,000010062090,618,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200203,2801,000000,20200114,2836,20200118,2801,20200121,2563,01,00000000001200,00000000000050,0000000000067713,0000000000002262,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010062090618
A014,1,63,01,03517,0006,AU,AU,1,    0105525018429,0000,000010062010,001,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200203,2801,000000,20200114,2836,20200118,2801,20200121,2563,01,00000000001200,00000000000050,0000000000043645,0000000000001458,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010062010001
A014,1,63,01,03597,0001,CA,CA,1,    0325507000015,0000,000010063040,001,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200203,2801,000000,20200114,2836,20200116,2801,20200120,2563,01,00000000021280,00000000003040,0000000000882265,0000000000029473,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010063040001
A014,1,63,01,03950,0001,US,US,1,    0105525018429,0000,000010063040,001,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200203,2801,000000,20200114,2812,20200118,2801,20200120,2563,01,00000000102150,00000000009000,0000000003409503,0000000000113897,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010063040001
A014,1,63,01,04024,0001,US,US,1,    0105525038021,0000,000010063099,001,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200203,2801,000000,20200114,2836,20200116,2801,20200119,2563,01,00000000020998,00000000000925,0000000000652443,0000000000021795,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010063099001
A014,1,63,01,04110,0001,US,US,1,    0105525018429,0000,000010063040,001,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200203,2801,000000,20200114,2820,20200118,2801,20200120,2563,01,00000000009120,00000000000800,0000000000305767,0000000000010214,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010063040001
A014,1,63,01,04110,0002,US,US,1,    0105525018429,0000,000010063040,001,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200203,2801,000000,20200114,2820,20200118,2801,20200120,2563,01,00000000007980,00000000000700,0000000000267546,0000000000008938,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010063040001
A014,1,63,01,04327,0001,US,US,1,    0105525018429,0000,000010063040,001,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200203,2801,000000,20200114,2820,20200118,2801,20200120,2563,01,00000000002314,00000000000203,0000000000077588,0000000000002592,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010063040001
A014,1,63,01,04615,0001,TZ,KE,1,    0125540008145,0000,000010063099,012,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200119,2801,000000,20200114,2812,20200115,2801,20200119,2563,01,00000000520000,00000000520000,0000000007658545,0000000000255840,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010063099012
A014,1,63,01,04728,0001,ES,IT,1,    0105549002271,0000,000010062010,500,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200119,2801,000000,20200114,2812,20200117,2801,20200119,2563,01,00000000049880,00000000049880,0000000002135209,0000000000071328,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010062010500
A014,1,63,01,04731,0001,ES,GB,1,    0105549002271,0000,000010062090,600,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200119,2801,000000,20200114,2816,20200118,2801,20200120,2563,01,00000000500000,00000000500000,0000000006402500,0000000006402500,THB,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010062090600
A014,1,63,01,04809,0001,PH,PH,4,    0105523007276,0000,000010051000,000,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200114,1190,000000,20200114,1193,20200114,1190,20200114,2563,01,00000000000034,00000000000034,0000000000004637,0000000000000155,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      9PART3,000010051000000
A014,1,63,01,04852,0001,EG,EG,1,    0765558000591,0000,000010063040,001,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200119,2801,000000,20200114,2840,20200116,2801,20200120,2563,01,00000000005000,00000000005000,0000000000182509,0000000000006097,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010063040001
A014,1,63,01,04852,0002,EG,EG,1,    0765558000591,0000,000010063030,003,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200119,2801,000000,20200114,2840,20200116,2801,20200120,2563,01,00000000005000,00000000000250,0000000000191429,0000000000006395,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010063030003
A014,1,63,01,04911,0001,US,US,1,    0105522018355,0000,000010063040,001,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200127,2801,000000,20200114,2811,20200115,2801,20200121,2563,01,00000000021315,00000000002350,0000000000756086,0000000000025258,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010063040001
A014,1,63,01,04912,0001,US,US,1,    0105522018355,0000,000010063040,001,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200127,2801,000000,20200114,2811,20200115,2801,20200121,2563,01,00000000062937,00000000002775,0000000002213715,0000000000073951,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010063040001
A014,1,63,01,04913,0001,US,US,1,    0105522018355,0000,000010063040,001,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200127,2801,000000,20200114,2811,20200116,2801,20200121,2563,01,00000000019777,00000000000872,0000000000695625,0000000000023238,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010063040001
A014,1,63,01,04913,0002,US,US,1,    0105522018355,0000,000010063040,001,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200127,2801,000000,20200114,2811,20200116,2801,20200121,2563,01,00000000019727,00000000002175,0000000000699782,0000000000023377,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010063040001
A014,1,63,01,04914,0001,CA,CA,1,    0105522018355,0000,000010063040,001,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200126,2801,000000,20200114,2811,20200117,2801,20200119,2563,01,00000000042621,00000000002610,0000000001550175,0000000000051785,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010063040001
A014,1,63,01,04914,0002,CA,CA,1,    0105522018355,0000,000010063040,001,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200126,2801,000000,20200114,2811,20200117,2801,20200119,2563,01,00000000021160,00000000002590,0000000000775954,0000000000025921,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010063040001
A014,1,63,01,04915,0001,US,US,1,    0105522018355,0000,000010063040,001,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200127,2801,000000,20200114,2811,20200117,2801,20200121,2563,01,00000000062937,00000000002775,0000000002213715,0000000000073951,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010063040001
A014,1,63,01,04916,0001,US,AN,1,    0105522018355,0000,000010063040,001,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200128,0110,000000,20200114,0110,20200116,0110,20200118,2563,01,00000000022700,00000000001000,0000000000839210,0000000000028035,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010063040001
A014,1,63,01,04917,0001,US,US,1,    0105522018355,0000,000010063040,001,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200126,2801,000000,20200114,2811,20200117,2801,20200121,2563,01,00000000038783,00000000003420,0000000001352610,0000000000045185,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010063040001
A014,1,63,01,04919,0001,CA,CA,1,    0105522018355,0000,000010063040,001,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200126,2801,000000,20200114,2811,20200117,2801,20200119,2563,01,00000000042621,00000000002610,0000000001588451,0000000000053064,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010063040001
A014,1,63,01,04920,0001,US,US,1,    0105522018355,0000,000010063040,001,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200126,2801,000000,20200114,2815,20200115,2801,20200119,2563,01,00000000040860,00000000001800,0000000001309983,0000000000043761,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010063040001
A014,1,63,01,04920,0002,US,US,1,    0105522018355,0000,000010063040,001,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200126,2801,000000,20200114,2815,20200115,2801,20200119,2563,01,00000000040824,00000000003600,0000000001321049,0000000000044131,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010063040001
A014,1,63,01,05136,0001,US,US,1,    0105525018429,0000,000010063030,003,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200203,2801,000000,20200114,2820,20200118,2801,20200120,2563,01,00000000007945,00000000000350,0000000000324642,0000000000010845,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010063030003
A014,1,63,01,05136,0002,US,US,1,    0105525018429,0000,000010063030,003,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200203,2801,000000,20200114,2820,20200118,2801,20200120,2563,01,00000000009080,00000000000400,0000000000371019,0000000000012394,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010063030003
A014,1,63,01,05136,0003,US,US,1,    0105525018429,0000,000010063030,003,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200203,2801,000000,20200114,2820,20200118,2801,20200120,2563,01,00000000001140,00000000000100,0000000000047094,0000000000001573,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010063030003
A014,1,63,01,05136,0004,US,US,1,    0105525018429,0000,000010063030,003,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200203,2801,000000,20200114,2820,20200118,2801,20200120,2563,01,00000000001140,00000000000100,0000000000047094,0000000000001573,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010063030003
A014,1,63,01,05166,0001,ES,ES,1,    0105522018355,0000,000010064090,005,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200127,2801,000000,20200114,2811,20200115,2801,20200119,2563,01,00000000021500,00000000001075,0000000000405468,0000000000013545,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010064090005
A014,1,63,01,05167,0001,NL,NL,1,    0105522018355,0000,000010063040,001,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200127,2801,000000,20200114,2840,20200115,2801,20200120,2563,01,00000000024000,00000000001200,0000000000921037,0000000000030768,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010063040001
A014,1,63,01,05168,0001,US,US,1,    0105522018355,0000,000010063040,001,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200202,2801,000000,20200114,2816,20200115,2801,20200117,2563,01,00000000020979,00000000002313,0000000000752346,0000000000025133,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010063040001
A014,1,63,01,05168,0002,US,US,1,    0105522018355,0000,000010063040,001,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200202,2801,000000,20200114,2816,20200115,2801,20200117,2563,01,00000000010351,00000000000456,0000000000395074,0000000000013198,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010063040001
A014,1,63,01,05168,0003,US,US,1,    0105522018355,0000,000010063040,001,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200202,2801,000000,20200114,2816,20200115,2801,20200117,2563,01,00000000010351,00000000000456,0000000000395074,0000000000013198,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010063040001
A014,1,63,01,05168,0004,US,US,1,    0105522018355,0000,000010063040,001,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200202,2801,000000,20200114,2816,20200115,2801,20200117,2563,01,00000000020725,00000000000913,0000000000766199,0000000000025596,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010063040001
A014,1,63,01,05168,0005,US,US,1,    0105522018355,0000,000010063040,001,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200202,2801,000000,20200114,2816,20200115,2801,20200117,2563,01,00000000020979,00000000002313,0000000000752346,0000000000025133,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010063040001
A014,1,63,01,05168,0006,US,US,1,    0105522018355,0000,000010063040,001,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200202,2801,000000,20200114,2816,20200115,2801,20200117,2563,01,00000000020979,00000000002313,0000000000752346,0000000000025133,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010063040001
A014,1,63,01,05347,0001,US,US,1,    0105525018429,0000,000010063030,003,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200203,2801,000000,20200114,2820,20200119,2801,20200122,2563,01,00000000019295,00000000000850,0000000000785528,0000000000026241,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010063030003
A014,1,63,01,05347,0002,US,US,1,    0105525018429,0000,000010063030,003,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200203,2801,000000,20200114,2820,20200119,2801,20200122,2563,01,00000000019380,00000000001700,0000000000797690,0000000000026648,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010063030003
A014,1,63,01,05474,0001,CA,CA,1,    0105522018355,0000,000010063040,001,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200128,2801,000000,20200114,2815,20200115,2801,20200119,2563,01,00000000080640,00000000000080,0000000002788113,0000000000093139,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010063040001
A014,1,63,01,05478,0001,GB,GB,1,    0105522018355,0000,000010063040,001,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200126,2801,000000,20200114,2840,20200115,2801,20200120,2563,01,00000000022950,00000000000765,0000000000858757,0000000000028688,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010063040001
