undefined,declaration_type,year_in_yy,month,running_no,item_no,origin_country_code,destination_country_code,transportation,tax_id,company_branch,customs_coordinates,product_statistic_code,product_statistic_code_unit,privilege_code,duty_rate_by_percent,duty_rate_by_condition,is_a_net_transaction_brought_back,use_the_rights_to_promote_investment,use_the_rights_bonded_warehouse,exercising_the_right_to_claim_duty_under_section_19_bis,use_the_right_reimport_reexport,use_the_right_freezone,use_the_right_epz,multiple_boat_declaration_approval_lists_or_claim_duty_compensation,import_or_export_date,payment_place_code,payment_number,payment_date,release_location_code,release_date,pickup_location_code,pickup_date,making_year,making_month,weigth,volume,value_in_baht,value_in_other_currency,currency_code,duty,vat,excise_tax,fee,ministry_of_commerce_fee,interior_tax,other_tax,excise_coordinate,excise_tax_by_percent,excise_tax_by_condition,import_or_export_customs_set,hscode
A006,1,63,01,01157,0003,FR,FR,1,    0105534001223,0000,000010063040,001,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200126,2801,000000,20200106,2836,20200108,2801,20200111,2563,01,00000000061000,00000000003050,0000000002036022,0000000000068015,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010063040001
A006,1,63,01,01157,0004,FR,FR,1,    0105534001223,0000,000010063040,001,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200126,2801,000000,20200106,2836,20200108,2801,20200111,2563,01,00000000050000,00000000002000,0000000001758675,0000000000058750,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010063040001
A006,1,63,01,01187,0001,PH,PH,1,    0115524000194,0000,000010063099,012,KGM,003,000000000000000000,000000000000000000,N,N,N,Y,N,N,N,N,20200126,0152,000000,20200106,0253,20200110,0250,20200112,2563,01,00000004997150,00000000099943,0000000059386907,0000000001983869,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010063099012
A006,1,63,01,01213,0010,KH,KH,3,    0233541000129,0000,000015119049,000,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200126,2401,000000,20200106,2401,20200106,2402,20200106,2563,01,00000000003702,00000000000320,0000000000096100,0000000000096100,THB,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      9PART3,000015119049000
A006,1,63,01,01304,0001,HK,HK,1,    0105541026597,0000,000010063040,001,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200123,0152,000000,20200106,0251,20200107,0250,20200115,2563,01,00000000250000,00000000005000,0000000007693269,0000000000257000,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010063040001
A006,1,63,01,01320,0001,CN,CN,1,    0105534001223,0000,000010063040,001,KGM,003,000000000000000000,000000000000000000,N,N,N,Y,N,N,N,N,20200126,0152,000000,20200106,0251,20200107,0250,20200115,2563,01,00000000016000,00000000003200,0000000000683953,0000000000022848,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010063040001
A006,1,63,01,01527,0001,AO,AO,1,    0125540008145,0000,000010063099,012,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200111,2801,000000,20200106,2811,20200107,2801,20200115,2563,01,00000000624000,00000000624000,0000000009208933,0000000000307632,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010063099012
A006,1,63,01,01653,0001,US,US,1,    0105546152299,0000,000010063099,003,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200126,2801,000000,20200106,2816,20200107,2801,        ,2563,01,00000000018614,00000000000820,0000000000546064,0000000000018242,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010063099003
A006,1,63,01,01731,0001,HK,HK,1,    0105525018429,0000,000010062090,612,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200126,0152,000000,20200106,0252,20200109,0250,20200112,2563,01,00000000011000,00000000000440,0000000000518951,0000000000017336,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010062090612
A006,1,63,01,01731,0002,HK,HK,1,    0105525018429,0000,000010062010,001,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200126,0152,000000,20200106,0252,20200109,0250,20200112,2563,01,00000000007000,00000000000280,0000000000216040,0000000000007217,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010062010001
A006,1,63,01,01775,0001,BW,BW,1,    0105531002385,0000,000010063040,001,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200126,0110,000000,20200106,0520,20200106,2801,20200113,2563,01,00000000021500,00000000021500,0000000000753012,0000000000025155,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010063040001
A006,1,63,01,01776,0001,US,US,1,    0105525013800,0000,000010063040,001,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200126,2801,000000,20200106,2820,20200106,2801,20200110,2563,01,00000000007956,00000000007956,0000000000278632,0000000000009308,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010063040001
A006,1,63,01,01776,0002,US,US,1,    0105525013800,0000,000010063040,001,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200126,2801,000000,20200106,2820,20200106,2801,20200110,2563,01,00000000004540,00000000004540,0000000000169881,0000000000005675,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010063040001
A006,1,63,01,01776,0003,US,US,1,    0105525013800,0000,000010063040,001,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200126,2801,000000,20200106,2820,20200106,2801,20200110,2563,01,00000000006810,00000000006810,0000000000256859,0000000000008581,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010063040001
A006,1,63,01,01800,0001,US,US,1,    0105525018429,0000,000010063040,001,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200126,2801,000000,20200106,2836,20200108,2801,20200111,2563,01,00000000018614,00000000000820,0000000000670321,0000000000022393,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010063040001
A006,1,63,01,01800,0002,US,US,1,    0105525018429,0000,000010062010,001,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200126,2801,000000,20200106,2836,20200108,2801,20200111,2563,01,00000000002270,00000000000100,0000000000073728,0000000000002463,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010062010001
A006,1,63,01,01812,0001,DK,DK,1,    0105558000421,0000,000010063099,001,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200126,2801,000000,20200106,2840,20200110,2801,20200114,2563,01,00000000020000,00000000000020,0000000000437050,0000000000014600,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010063099001
A006,1,63,01,01937,0001,US,US,1,    0105549002271,0000,000010063040,001,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200120,2801,000000,20200106,2811,20200118,2801,20200121,2563,01,00000000034219,00000000034219,0000000001391966,0000000000046500,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010063040001
A006,1,63,01,01937,0002,US,US,1,    0105549002271,0000,000010063040,001,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200120,2801,000000,20200106,2811,20200118,2801,20200121,2563,01,00000000017670,00000000017670,0000000000704865,0000000000023547,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010063040001
A006,1,63,01,01976,0001,US,US,1,    0105525018429,0000,000010063040,001,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200126,2801,000000,20200106,2820,20200108,2801,20200110,2563,01,00000000057885,00000000057885,0000000001906060,0000000000063674,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010063040001
A006,1,63,01,01976,0002,US,US,1,    0105525018429,0000,000010063040,001,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200126,2801,000000,20200106,2820,20200108,2801,20200110,2563,01,00000000019380,00000000019380,0000000000646854,0000000000021609,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010063040001
A006,1,63,01,01976,0003,US,US,1,    0105525018429,0000,000010063030,003,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200126,2801,000000,20200106,2820,20200108,2801,20200110,2563,01,00000000013620,00000000000600,0000000000558567,0000000000018659,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010063030003
A006,1,63,01,01976,0004,US,US,1,    0105525018429,0000,000010063030,003,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200126,2801,000000,20200106,2820,20200108,2801,20200110,2563,01,00000000005700,00000000000500,0000000000236321,0000000000007895,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010063030003
A006,1,63,01,01976,0005,US,US,1,    0105525018429,0000,000010063040,001,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200126,2801,000000,20200106,2820,20200108,2801,20200110,2563,01,00000000019295,00000000019295,0000000000716216,0000000000023926,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010063040001
A006,1,63,01,01987,0001,FR,FR,1,    0105520005400,0000,000010063040,001,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200112,2801,000000,20200106,2814,20200107,2801,20200111,2563,01,00000000024000,00000000024000,0000000000854941,0000000000028560,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010063040001
A006,1,63,01,01987,0002,FR,FR,1,    0105520005400,0000,000010063040,001,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200112,2801,000000,20200106,2814,20200107,2801,20200111,2563,01,00000000024000,00000000024000,0000000000912416,0000000000030480,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010063040001
A006,1,63,01,02002,0001,JP,KE,1,    0625559000463,0000,000010063099,012,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200126,0152,000000,20200106,0251,20200108,0250,20200111,2563,01,00000000520000,00000000010400,0000000006312073,0000000000210860,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010063099012
A006,1,63,01,02003,0001,HK,HK,1,    0195539000381,0000,000010063040,001,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200126,0152,000000,20200106,0251,20200107,0250,20200115,2563,01,00000000044000,00000000001760,0000000001573977,0000000000052580,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010063040001
A006,1,63,01,02020,0001,AU,AU,1,    0105549002271,0000,000010063040,001,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200114,2801,000000,20200106,2836,20200111,2801,20200115,2563,01,00000000036960,00000000036960,0000000001374988,0000000000067600,AUD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010063040001
A006,1,63,01,02020,0002,AU,AU,1,    0105549002271,0000,000010063040,001,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200114,2801,000000,20200106,2836,20200111,2801,20200115,2563,01,00000000036960,00000000036960,0000000001374988,0000000000067600,AUD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010063040001
A006,1,63,01,02020,0003,AU,AU,1,    0105549002271,0000,000010063099,010,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200114,2801,000000,20200106,2836,20200111,2801,20200115,2563,01,00000000014000,00000000014000,0000000000269100,0000000000013230,AUD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010063099010
A006,1,63,01,02020,0004,AU,AU,1,    0105549002271,0000,000010063099,010,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200114,2801,000000,20200106,2836,20200111,2801,20200115,2563,01,00000000042000,00000000042000,0000000000807299,0000000000039690,AUD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010063099010
A006,1,63,01,02020,0005,AU,AU,1,    0105549002271,0000,000010063099,010,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200114,2801,000000,20200106,2836,20200111,2801,20200115,2563,01,00000000028000,00000000028000,0000000000538199,0000000000026460,AUD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010063099010
A006,1,63,01,02020,0006,AU,AU,1,    0105549002271,0000,000010063099,010,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200114,2801,000000,20200106,2836,20200111,2801,20200115,2563,01,00000000014000,00000000014000,0000000000269100,0000000000013230,AUD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010063099010
A006,1,63,01,02037,0001,BE,BE,1,    0105525013800,0000,000010063040,001,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200126,2801,000000,20200106,2840,20200109,2801,20200114,2563,01,00000000009526,00000000009526,0000000000323643,0000000000010812,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010063040001
